dt,sku_id,channel_id,warehouse_id,sales_qty,sales_amt,return_qty,return_amt,net_sales_qty,net_sales_amt,order_count,shipment_qty,avg_price,is_promotion,promo_out_qty,exclude_cal_flag,etl_time
2026-07-02,1003,1,3,160,5828.6200,2,73.7800,158,5828.6200,79,158,36.8900,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1004,1,1,169,22710.7900,6,835.9800,163,22710.7900,81,163,139.3300,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1004,1,2,155,29167.1600,4,772.6400,151,29167.1600,75,151,193.1600,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1004,1,3,96,12754.9500,3,411.4500,93,12754.9500,46,93,137.1500,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1005,1,1,128,19180.3200,4,618.7200,124,19180.3200,62,124,154.6800,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1005,1,2,123,15486.3200,5,656.2000,118,15486.3200,59,118,131.2400,1,123,0,"2026-09-04 12:34:54"
2026-07-02,1005,1,3,199,12330.9600,8,516.4800,191,12330.9600,95,191,64.5600,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1006,1,1,158,13408.9200,5,438.2000,153,13408.9200,76,153,87.6400,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1006,1,2,164,22065.0500,3,411.1500,161,22065.0500,80,161,137.0500,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1006,1,3,153,3742.5000,3,74.8500,150,3742.5000,75,150,24.9500,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1007,1,1,108,13910.3800,2,262.4600,106,13910.3800,53,106,131.2300,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1007,1,2,145,3729.4400,2,52.1600,143,3729.4400,71,143,26.0800,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1007,1,3,180,9674.1600,7,391.4400,173,9674.1600,86,173,55.9200,1,180,0,"2026-09-04 12:34:54"
2026-07-02,1008,1,1,55,3352.7800,2,126.5200,53,3352.7800,26,53,63.2600,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1008,1,2,154,23896.0800,6,968.7600,148,23896.0800,74,148,161.4600,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1008,1,3,106,14188.2500,3,413.2500,103,14188.2500,51,103,137.7500,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1009,1,1,153,13166.2400,1,86.6200,152,13166.2400,76,152,86.6200,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1009,1,2,93,13305.5100,0,0.0000,93,13305.5100,46,93,143.0700,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1009,1,3,61,6664.2500,0,0.0000,61,6664.2500,30,61,109.2500,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1010,1,1,80,10472.7700,3,408.0300,77,10472.7700,38,77,136.0100,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1010,1,2,49,1895.0400,2,80.6400,47,1895.0400,23,47,40.3200,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1010,1,3,35,1940.4000,0,0.0000,35,1940.4000,17,35,55.4400,1,35,0,"2026-09-04 12:34:54"
2026-07-02,1011,1,1,48,3311.1500,1,70.4500,47,3311.1500,23,47,70.4500,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1011,1,2,126,18614.8800,2,300.2400,124,18614.8800,62,124,150.1200,1,126,0,"2026-09-04 12:34:54"
2026-07-02,1011,1,3,26,1620.8400,0,0.0000,26,1620.8400,13,26,62.3400,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1012,1,1,140,23831.1500,3,521.8500,137,23831.1500,68,137,173.9500,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1012,1,2,194,19081.7400,8,820.7200,186,19081.7400,93,186,102.5900,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1012,1,3,116,7202.5200,2,126.3600,114,7202.5200,57,114,63.1800,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1013,1,1,329,27641.5400,3,254.3700,326,27641.5400,163,326,84.7900,1,329,0,"2026-09-04 12:34:54"
2026-07-02,1013,1,2,142,12815.2800,6,565.3800,136,12815.2800,68,136,94.2300,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1013,1,3,64,8067.1500,1,128.0500,63,8067.1500,31,63,128.0500,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1014,1,1,110,633.4400,3,17.7600,107,633.4400,53,107,5.9200,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1014,1,2,33,3215.0400,1,100.4700,32,3215.0400,16,32,100.4700,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1014,1,3,128,15976.9600,0,0.0000,128,15976.9600,64,128,124.8200,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1015,1,1,90,1100.0400,1,12.3600,89,1100.0400,44,89,12.3600,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1015,1,2,189,1441.5000,3,23.2500,186,1441.5000,93,186,7.7500,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1015,1,3,43,5342.4000,1,127.2000,42,5342.4000,21,42,127.2000,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1016,1,1,29,2020.2000,1,72.1500,28,2020.2000,14,28,72.1500,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1016,1,2,128,21037.5500,1,165.6500,127,21037.5500,63,127,165.6500,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1016,1,3,174,25271.9600,2,293.8600,172,25271.9600,86,172,146.9300,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1017,1,1,68,4668.9500,3,215.4900,65,4668.9500,32,65,71.8300,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1017,1,2,168,6887.1000,3,125.2200,165,6887.1000,82,165,41.7400,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1017,1,3,78,11450.4000,0,0.0000,78,11450.4000,39,78,146.8000,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1018,1,1,102,11879.0100,3,359.9700,99,11879.0100,49,99,119.9900,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1018,1,2,111,19528.2300,0,0.0000,111,19528.2300,55,111,175.9300,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1018,1,3,106,1504.8800,2,28.9400,104,1504.8800,52,104,14.4700,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1019,1,1,160,22320.0000,0,0.0000,160,22320.0000,80,160,139.5000,0,0,0,"2026-09-04 12:34:54"
2026-07-02,1019,1,2,25,2793.0000,0,0.0000,25,2793.0000,12,25,111.7200,0,0,0,"2026-09-04 12:34:54"
